App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Subjectivity,Category_Display
Flow Free,GAME,4.3,1295557,11.0,100000000,Free,0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,0.5201833408656908,GAME
Barbie™ Fashion Closet,GAME,4.1,68057,85.0,10000000,Free,0,Everyone,Casual;Creativity,"July 30, 2018",1.3.7,4.1 and up,0.47649350649350647,GAME
Candy Crush Jelly Saga,GAME,4.3,1300490,78.0,50000000,Free,0,Everyone,Puzzle,"July 20, 2018",2.1.10,4.0 and up,0.4811245660731962,GAME
Hill Climb Racing,GAME,4.4,8923587,63.0,100000000,Free,0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up,0.49867449971988176,GAME
Farm Heroes Saga,GAME,4.4,7614130,70.0,100000000,Free,0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up,0.44443435327298964,GAME
Cut the Rope FULL FREE,GAME,4.4,2123381,49.0,100000000,Free,0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up,0.5702711808929921,GAME
8 Ball Pool,GAME,4.5,14198602,52.0,100000000,Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,0.4913517369146038,GAME
Clash of Clans,GAME,4.6,44891723,98.0,100000000,Free,0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,0.5339562645447385,GAME
Candy Crush Saga,GAME,4.4,22428456,74.0,500000000,Free,0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,0.45629279100529097,GAME
Cooking Fever,GAME,4.5,3197865,82.0,100000000,Free,0,Everyone,Arcade,"July 12, 2018",2.8.0,4.0.3 and up,0.47786459601464903,GAME
Bubble Shooter,GAME,4.5,148895,46.0,10000000,Free,0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up,0.5156595926423513,GAME
Candy Crush Soda Saga,GAME,4.4,6198880,67.0,100000000,Free,0,Everyone,Casual,"July 10, 2018",1.118.4,4.1 and up,0.48132998930374143,GAME
Garena Free Fire,GAME,4.5,5465624,53.0,100000000,Free,0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up,0.4941331211427365,GAME
Block Puzzle,GAME,4.6,59854,7.8,5000000,Free,0,Everyone,Puzzle,"March 6, 2018",2.9,2.3 and up,0.5367871126316935,GAME
Clash Royale,GAME,4.6,23134775,97.0,100000000,Free,0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up,0.48923595085873556,GAME
Granny,GAME,4.5,1137271,59.0,50000000,Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,0.5562993347603944,GAME
Angry Birds Rio,GAME,4.4,2610622,46.0,100000000,Free,0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up,0.4715201068772497,GAME
Farm Heroes Saga,GAME,4.4,7614271,70.0,100000000,Free,0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up,0.44443435327298964,GAME
Dream League Soccer 2018,GAME,4.6,9882639,74.0,100000000,Free,0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up,0.483123897707231,GAME
Angry Birds Classic,GAME,4.4,5566805,97.0,100000000,Free,0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,0.5348862663965559,GAME
Fruits Bomb,GAME,4.4,74673,17.0,10000000,Free,0,Everyone,Casual,"July 6, 2018",3.3.3179,4.0.3 and up,0.5306104619712214,GAME
Flow Free,GAME,4.3,1295606,11.0,100000000,Free,0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,0.5201833408656908,GAME
Farm Fruit Pop: Party Time,GAME,4.4,9305,14.0,1000000,Free,0,Everyone,Casual,"August 2, 2018",1.9.2,4.0.3 and up,0.47051459293394776,GAME
Helix Jump,GAME,4.2,1498648,33.0,100000000,Free,0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up,0.4872210639607329,GAME
Candy Crush Saga,GAME,4.4,22428456,74.0,500000000,Free,0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,0.45629279100529097,GAME
Granny,GAME,4.5,1137267,59.0,50000000,Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,0.5562993347603944,GAME
8 Ball Pool,GAME,4.5,14200344,52.0,100000000,Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,0.4913517369146038,GAME
Color by Number – New Coloring Book,GAME,4.7,141529,24.0,5000000,Free,0,Everyone 10+,Board,"August 1, 2018",2.0.6,4.1 and up,0.5402294533544533,GAME
Extreme Car Driving Simulator,GAME,4.3,2251012,52.0,100000000,Free,0,Everyone,Racing,"May 3, 2018",4.17.2,4.0 and up,0.4527777777777777,GAME
Color Road,GAME,4.1,84911,71.0,10000000,Free,0,Everyone,Arcade,"July 19, 2018",2.5.0,4.1 and up,0.45401725705297136,GAME
Draw In,GAME,4.2,46416,73.0,10000000,Free,0,Everyone,Arcade,"July 23, 2018",1.0.8,4.1 and up,0.5825,GAME
Baseball Boy!,GAME,3.4,148177,78.0,10000000,Free,0,Everyone,Arcade,"July 27, 2018",1.7.2,4.1 and up,0.4744802114272896,GAME
Hello Stars,GAME,4.6,101686,31.0,10000000,Free,0,Everyone,Puzzle,"August 4, 2018",1.8.2,4.1 and up,0.4964208718313196,GAME
Helix Jump,GAME,4.2,1499373,33.0,100000000,Free,0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up,0.4872210639607329,GAME
Flip the Gun - Simulator Game,GAME,4.2,195558,86.0,10000000,Free,0,Everyone,Arcade,"July 26, 2018",1.2,5.0 and up,0.47298784548784545,GAME
Grim Soul: Dark Fantasy Survival,GAME,4.5,189773,95.0,5000000,Free,0,Teen,Role Playing,"July 18, 2018",1.1.1,4.1 and up,0.5017646990789126,GAME
DRAGON BALL LEGENDS,GAME,4.6,337752,48.0,5000000,Free,0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,0.5191072965821683,GAME
Hero Hunters,GAME,4.4,70747,99.0,5000000,Free,0,Teen,Action,"July 31, 2018",1.7,4.4 and up,0.5063131914381914,GAME
Cooking Madness - A Chef's Restaurant Games,GAME,4.7,358817,49.0,10000000,Free,0,Everyone,Arcade,"July 30, 2018",1.2.2,4.1 and up,0.5167562877384306,GAME
Dino War: Rise of Beasts,GAME,4.1,18996,81.0,1000000,Free,0,Teen,Strategy,"August 1, 2018",1.5.2,4.1 and up,0.45208500824572256,GAME
Guns of Glory,GAME,4.0,120592,77.0,10000000,Free,0,Everyone 10+,Strategy,"July 31, 2018",2.0.2,4.0.3 and up,0.5351874996145829,GAME
Chapters: Interactive Stories,GAME,4.5,73539,96.0,1000000,Free,0,Mature 17+,Role Playing,"August 2, 2018",1.3.3,4.3 and up,0.5032795723384645,GAME
Honkai Impact 3rd,GAME,4.7,59017,82.0,1000000,Free,0,Teen,Action,"July 3, 2018",2.2.1,4.3 and up,0.5235471409602994,GAME
Farming Simulator 18,GAME,4.5,18125,15.0,100000,Paid,$4.99,Everyone,Simulation;Education,"July 9, 2018",Varies with device,4.4 and up,0.49332987151737157,GAME
Call of Duty:Black Ops Zombies,GAME,4.2,13004,46.0,100000,Paid,$6.99,Teen,Action,"December 20, 2016",1.0.11,2.3.3 and up,0.442716049382716,GAME
DRAGON BALL LEGENDS,GAME,4.6,337913,48.0,5000000,Free,0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,0.5191072965821683,GAME
Candy Crush Saga,GAME,4.4,22429716,74.0,500000000,Free,0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,0.45629279100529097,GAME
Angry Birds 2,GAME,4.6,3883589,57.0,100000000,Free,0,Everyone,Casual,"July 26, 2018",2.21.1,4.1 and up,0.49623943585150476,GAME
8 Ball Pool,GAME,4.5,14200550,52.0,100000000,Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,0.4913517369146038,GAME
Fallout Shelter,GAME,4.6,2719142,25.0,10000000,Free,0,Teen,Simulation,"June 11, 2018",1.13.12,4.1 and up,0.5136060292384971,GAME
Choices: Stories You Play,GAME,4.6,807338,93.0,10000000,Free,0,Teen,Simulation,"July 30, 2018",2.3.5,4.0.3 and up,0.52632837418782,GAME
Game of Thrones: Conquest™,GAME,4.0,90218,97.0,1000000,Free,0,Teen,Strategy,"August 3, 2018",1.8.225278,6.0 and up,0.44722222222222224,GAME
FINAL FANTASY BRAVE EXVIUS,GAME,4.6,745684,83.0,5000000,Free,0,Teen,Role Playing,"July 17, 2018",3.0.2,4.0.3 and up,0.5314801504552734,GAME
Fate/Grand Order (English),GAME,4.4,16601,55.0,500000,Free,0,Teen,Role Playing,"July 26, 2018",1.18.0,4.0 and up,0.5285510635198135,GAME
Honkai Impact 3rd,GAME,4.7,59017,82.0,1000000,Free,0,Teen,Action,"July 3, 2018",2.2.1,4.3 and up,0.5235471409602994,GAME
Candy Crush Saga,GAME,4.4,22430188,74.0,500000000,Free,0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,0.45629279100529097,GAME
8 Ball Pool,GAME,4.5,14201891,52.0,100000000,Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,0.4913517369146038,GAME
Candy Crush Soda Saga,GAME,4.4,6199095,67.0,100000000,Free,0,Everyone,Casual,"July 10, 2018",1.118.4,4.1 and up,0.48132998930374143,GAME
Bubble Shooter,GAME,4.5,148945,46.0,10000000,Free,0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up,0.5156595926423513,GAME
Clash Royale,GAME,4.6,23136735,97.0,100000000,Free,0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up,0.48923595085873556,GAME
Clash of Clans,GAME,4.6,44893888,98.0,100000000,Free,0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,0.5339562645447385,GAME
Farm Heroes Saga,GAME,4.4,7614415,70.0,100000000,Free,0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up,0.44443435327298964,GAME
Block Puzzle,GAME,4.6,59907,7.8,5000000,Free,0,Everyone,Puzzle,"March 6, 2018",2.9,2.3 and up,0.5367871126316935,GAME
Flow Free,GAME,4.3,1295625,11.0,100000000,Free,0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,0.5201833408656908,GAME
Cooking Fever,GAME,4.5,3198176,82.0,100000000,Free,0,Everyone,Arcade,"July 12, 2018",2.8.0,4.0.3 and up,0.47786459601464903,GAME
Granny,GAME,4.5,1138239,59.0,50000000,Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,0.5562993347603944,GAME
Dream League Soccer 2018,GAME,4.6,9883806,74.0,100000000,Free,0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up,0.483123897707231,GAME
Fruits Bomb,GAME,4.4,74695,17.0,10000000,Free,0,Everyone,Casual,"July 6, 2018",3.3.3179,4.0.3 and up,0.5306104619712214,GAME
Angry Birds Classic,GAME,4.4,5566889,97.0,100000000,Free,0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,0.5348862663965559,GAME
Hill Climb Racing,GAME,4.4,8923818,63.0,100000000,Free,0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up,0.49867449971988176,GAME
Garena Free Fire,GAME,4.5,5476569,53.0,100000000,Free,0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up,0.4941331211427365,GAME
Helix Jump,GAME,4.2,1500999,33.0,100000000,Free,0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up,0.4872210639607329,GAME
Crossy Road,GAME,4.5,4230886,60.0,100000000,Free,0,Everyone,Action,"August 1, 2018",3.1.0,5.0 and up,0.5298473893553813,GAME
Dude Perfect 2,GAME,4.5,401425,70.0,10000000,Free,0,Everyone,Action,"April 12, 2017",1.6.1,4.0.3 and up,0.5357966279447627,GAME
Alto's Adventure,GAME,4.6,515657,63.0,10000000,Free,0,Everyone,Action,"June 5, 2018",1.7.1,4.0 and up,0.5261316988814583,GAME
DEER HUNTER 2018,GAME,4.3,955656,82.0,10000000,Free,0,Teen,Action,"June 26, 2018",5.1.2,3.0 and up,0.4333333333333333,GAME
DRAGON BALL LEGENDS,GAME,4.6,337913,48.0,5000000,Free,0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,0.5191072965821683,GAME
Anger of stick 5 : zombie,GAME,4.5,549039,23.0,50000000,Free,0,Teen,Action,"August 3, 2018",1.1.5,2.3 and up,0.5027777777777778,GAME
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381820,54.0,10000000,Free,0,Teen,Action,"March 14, 2017",3.1.1,3.0 and up,0.5055597754758974,GAME
Agar.io,GAME,4.2,3816799,32.0,100000000,Free,0,Everyone,Action,"July 23, 2018",2.2.8,4.0.3 and up,0.45973048669739847,GAME
Garena Free Fire,GAME,4.5,5476569,53.0,100000000,Free,0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up,0.4941331211427365,GAME
Battlelands Royale,GAME,4.4,105620,61.0,1000000,Free,0,Everyone 10+,Action,"July 16, 2018",0.5.8,4.1 and up,0.5142119465462056,GAME
Dragon Hills,GAME,4.5,354373,66.0,10000000,Free,0,Everyone 10+,Action,"October 12, 2017",1.2.7,4.1 and up,0.5521841287019859,GAME
DC Super Hero Girls™,GAME,4.3,43055,95.0,5000000,Free,0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up,0.5733266488413546,GAME
Dinosaur Simulator: Dino World,GAME,4.0,26649,66.0,5000000,Free,0,Teen,Action,"August 5, 2018",1.2,4.2 and up,0.40544871794871795,GAME
GUNSHIP BATTLE: Helicopter 3D,GAME,4.3,2151039,75.0,50000000,Free,0,Teen,Action,"August 1, 2018",2.6.61,4.0.3 and up,0.45793083900226755,GAME
Candy Crush Saga,GAME,4.4,22430188,74.0,500000000,Free,0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,0.45629279100529097,GAME
Block Puzzle,GAME,4.6,59907,7.8,5000000,Free,0,Everyone,Puzzle,"March 6, 2018",2.9,2.3 and up,0.5367871126316935,GAME
Helix Jump,GAME,4.2,1500622,33.0,100000000,Free,0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up,0.4872210639607329,GAME
8 Ball Pool,GAME,4.5,14201604,52.0,100000000,Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,0.4913517369146038,GAME
Bubble Shooter,GAME,4.5,148990,46.0,10000000,Free,0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up,0.5156595926423513,GAME
Bubble Shooter Genies,GAME,4.5,26985,41.0,5000000,Free,0,Everyone,Casual,"June 4, 2018",1.9.1,4.0.3 and up,0.529732683982684,GAME
Blossom Blast Saga,GAME,4.5,1125438,63.0,10000000,Free,0,Everyone,Casual,"July 5, 2018",57.0.8,4.0.3 and up,0.5138021835417669,GAME
Hill Climb Racing,GAME,4.4,8923847,63.0,100000000,Free,0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up,0.49867449971988176,GAME
Candy Bomb,GAME,4.4,42145,20.0,10000000,Free,0,Everyone,Casual;Brain Games,"July 4, 2018",2.9.3181,4.0.3 and up,0.6062394781144781,GAME
Flow Free,GAME,4.3,1295625,11.0,100000000,Free,0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,0.5201833408656908,GAME
Gems or jewels ?,GAME,4.7,171448,13.0,10000000,Free,0,Teen,Puzzle,"August 3, 2018",1.0.109,4.0 and up,0.43863784363784364,GAME
Angry Birds Rio,GAME,4.4,2610680,46.0,100000000,Free,0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up,0.4715201068772497,GAME
Candy Crush Jelly Saga,GAME,4.3,1300619,78.0,50000000,Free,0,Everyone,Puzzle,"July 20, 2018",2.1.10,4.0 and up,0.4811245660731962,GAME
Cut the Rope FULL FREE,GAME,4.4,2123793,49.0,100000000,Free,0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up,0.5702711808929921,GAME
Angry Birds Classic,GAME,4.4,5566908,97.0,100000000,Free,0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,0.5348862663965559,GAME
Fruit Block - Puzzle Legend,GAME,4.6,125647,33.0,10000000,Free,0,Everyone,Casual,"July 23, 2018",60,4.1 and up,0.3777777777777777,GAME
1LINE – One Line with One Touch,GAME,4.6,214878,10.0,10000000,Free,0,Everyone,Board,"August 3, 2018",2.0.4,4.1 and up,0.5573153053087264,GAME
Block Puzzle Classic Legend !,GAME,4.2,17044,4.9,5000000,Free,0,Everyone,Puzzle,"April 13, 2018",2.9,2.3.3 and up,0.5360595538720538,GAME
Farm Heroes Saga,GAME,4.4,7614407,70.0,100000000,Free,0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up,0.44443435327298964,GAME
Dog Run - Pet Dog Simulator,GAME,4.7,48615,24.0,10000000,Free,0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up,0.5067884322678843,GAME
Candy Bomb,FAMILY,4.4,42145,20.0,10000000,Free,0,Everyone,Casual;Brain Games,"July 4, 2018",2.9.3181,4.0.3 and up,0.6062394781144781,FAMILY
Coloring & Learn,FAMILY,4.4,12753,51.0,5000000,Free,0,Everyone,Educational;Creativity,"July 17, 2018",1.49,4.0.3 and up,0.6094258373205742,FAMILY
Educational Games 4 Kids,FAMILY,4.3,11618,39.0,5000000,Free,0,Everyone,Educational;Education,"April 3, 2018",2.4,4.1 and up,0.4732344117870434,FAMILY
Candy Pop Story,FAMILY,4.7,12948,23.0,1000000,Free,0,Everyone,Casual;Brain Games,"May 24, 2018",2.0.3165,2.3 and up,0.47871180555555554,FAMILY
Hello Kitty Nail Salon,FAMILY,4.2,369378,24.0,50000000,Free,0,Everyone,Casual;Pretend Play,"April 17, 2018",1.5,4.1 and up,0.517986901986902,FAMILY
Candy Smash,FAMILY,4.5,11436,15.0,1000000,Free,0,Everyone,Casual;Brain Games,"April 17, 2018",2.2.3169,4.0.3 and up,0.5162118055555556,FAMILY
Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150,20.0,500000,Free,0,Everyone,Casual;Brain Games,"February 1, 2018",1.0.3122,4.0.3 and up,0.45399134199134195,FAMILY
Dog Run - Pet Dog Simulator,FAMILY,4.7,48615,24.0,10000000,Free,0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up,0.5067884322678843,FAMILY
Coloring book moana,FAMILY,3.9,974,14.0,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,0.641540404040404,FAMILY
Baby Panda Care,FAMILY,4.2,108795,49.0,10000000,Free,0,Everyone,Educational;Pretend Play,"June 15, 2018",8.25.10.00,4.0.3 and up,0.5404242424242424,FAMILY
Bubble Shooter,FAMILY,4.4,59843,20.0,5000000,Free,0,Everyone,Puzzle;Brain Games,"January 9, 2018",2.3.3122,2.3 and up,0.5156595926423513,FAMILY
Baby puzzles,FAMILY,4.3,11950,19.0,5000000,Free,0,Everyone,Educational;Education,"July 12, 2018",6.1,4.0.3 and up,0.5072541012452412,FAMILY
Garden Fruit Legend,FAMILY,4.6,4289,33.0,500000,Free,0,Everyone,Casual;Brain Games,"July 31, 2018",3.5.3183,4.0.3 and up,0.5757478632478632,FAMILY
Barbie™ Fashion Closet,FAMILY,4.1,68286,85.0,10000000,Free,0,Everyone,Casual;Creativity,"July 30, 2018",1.3.7,4.1 and up,0.47649350649350647,FAMILY
Candy Day,FAMILY,4.5,11716,48.0,1000000,Free,0,Everyone,Casual;Brain Games,"August 3, 2018",8.4.3180,4.0 and up,0.4739181286549708,FAMILY
Barbie Magical Fashion,FAMILY,4.0,328619,15.0,10000000,Free,0,Everyone,Casual;Creativity,"October 6, 2017",2.2,4.1 and up,0.5782083847305621,FAMILY
Farming Simulator 14,FAMILY,4.5,530854,51.0,10000000,Free,0,Everyone,Simulation;Action & Adventure,"July 17, 2017",1.4.4,2.3.3 and up,0.48741907874260815,FAMILY
Educational Games for Kids,FAMILY,4.5,7050,24.0,1000000,Free,0,Everyone,Educational;Education,"May 27, 2018",2.0,4.0 and up,0.5136640211640212,FAMILY
Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432,63.0,100000,Free,0,Everyone 10+,Educational;Education,"July 27, 2018",1.0.89,4.4 and up,0.36296296296296293,FAMILY
Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4.6,29436,43.0,1000000,Free,0,Everyone,Educational;Education,"March 21, 2018",2.0.5.0,4.1 and up,0.5466666666666667,FAMILY
Baby Panda’s Juice Shop,FAMILY,4.5,19230,45.0,5000000,Free,0,Everyone,Educational;Brain Games,"July 12, 2018",8.25.10.01,4.0.3 and up,0.4916666666666667,FAMILY
Dr. Panda Restaurant 3,FAMILY,4.2,11126,91.0,1000000,Free,0,Everyone,Educational;Pretend Play,"March 23, 2018",1.6.4,4.1 and up,0.5161196258806553,FAMILY
Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,9652,53.0,1000000,Free,0,Everyone,Educational;Education,"July 16, 2018",2.0.7.4,4.1 and up,0.4947191022191022,FAMILY
Dr. Panda Town: Vacation,FAMILY,3.8,10366,78.0,1000000,Free,0,Everyone,Education;Pretend Play,"July 24, 2018",1.2.1,4.1 and up,0.4862867192331478,FAMILY
Fuzzy Seasons: Animal Forest,FAMILY,4.8,12137,63.0,100000,Free,0,Everyone 10+,Simulation;Pretend Play,"August 6, 2018",149,4.1 and up,0.5792567683639112,FAMILY
Dog Run - Pet Dog Simulator,FAMILY,4.7,48701,24.0,10000000,Free,0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up,0.5067884322678843,FAMILY
Farming Simulator 14,FAMILY,4.5,530904,51.0,10000000,Free,0,Everyone,Simulation;Action & Adventure,"July 17, 2017",1.4.4,2.3.3 and up,0.48741907874260815,FAMILY
Extreme Racing 2 - Real driving RC cars game!,FAMILY,4.3,4207,93.0,500000,Free,0,Everyone,Racing;Action & Adventure,"August 31, 2017",1.1.9,4.1 and up,0.4190608465608465,FAMILY
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91.0,10000000,Free,0,Everyone,Simulation;Action & Adventure,"August 2, 2018",3.2.0h,4.0.3 and up,0.4842235681407414,FAMILY
Equestria Girls,FAMILY,4.3,392596,53.0,10000000,Free,0,Everyone,Role Playing;Action & Adventure,"July 22, 2016",37893,4.0 and up,0.550960435543769,FAMILY
DC Super Hero Girls™,FAMILY,4.3,43060,95.0,5000000,Free,0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up,0.5733266488413546,FAMILY
Doctor Pets,FAMILY,4.2,23060,21.0,1000000,Free,0,Everyone,Educational;Education,"July 26, 2018",1.19,4.1 and up,0.5141666666666667,FAMILY
DC Super Hero Girls™,FAMILY,4.3,43060,95.0,5000000,Free,0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up,0.5733266488413546,FAMILY
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91.0,10000000,Free,0,Everyone,Simulation;Action & Adventure,"August 2, 2018",3.2.0h,4.0.3 and up,0.4842235681407414,FAMILY
Frozen Free Fall,FAMILY,4.3,1574197,37.0,50000000,Free,0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up,0.5061268037518037,FAMILY
Dominos Game ✔️,FAMILY,4.1,2903,16.0,1000000,Free,0,Everyone,Board;Brain Games,"July 5, 2018",5.2,4.1 and up,0.3329251304251304,FAMILY
Checkers ✔️,FAMILY,4.1,3617,19.0,1000000,Free,0,Everyone,Board;Brain Games,"July 24, 2018",4.0.2,4.1 and up,0.4405675805675806,FAMILY
All-in-One Mahjong 3 FREE,FAMILY,4.5,566,17.0,50000,Free,0,Everyone,Board;Brain Games,"June 13, 2018",20180609,4.0 and up,0.6,FAMILY
DreamWorks Friends,FAMILY,3.6,1042,48.0,100000,Free,0,Everyone,Role Playing;Pretend Play,"August 4, 2017",2.5,4.3 and up,0.47637230894806654,FAMILY
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396,9.5,50000,Paid,$3.99,Everyone,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up,0.5326722544430877,FAMILY
DreamWorks Friends,FAMILY,3.6,1042,48.0,100000,Free,0,Everyone,Role Playing;Pretend Play,"August 4, 2017",2.5,4.3 and up,0.47637230894806654,FAMILY
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396,9.5,50000,Paid,$3.99,Everyone,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up,0.5326722544430877,FAMILY
Barbie Life™,FAMILY,3.9,133117,63.0,5000000,Free,0,Everyone,Casual;Pretend Play,"July 12, 2018",2.6,4.1 and up,0.3933479532163743,FAMILY
Baby Panda Care,FAMILY,4.2,108795,49.0,10000000,Free,0,Everyone,Educational;Pretend Play,"June 15, 2018",8.25.10.00,4.0.3 and up,0.5404242424242424,FAMILY
Hello Kitty Lunchbox,FAMILY,4.2,51838,15.0,5000000,Free,0,Everyone,Casual;Creativity,"November 21, 2017",1.6,4.1 and up,0.5605043532564542,FAMILY
COOKING MAMA Let's Cook!,FAMILY,4.3,528745,59.0,10000000,Free,0,Everyone,Educational;Pretend Play,"July 26, 2018",1.38.0,4.1 and up,0.5058891112561748,FAMILY
Equestria Girls,FAMILY,4.3,392596,53.0,10000000,Free,0,Everyone,Role Playing;Action & Adventure,"July 22, 2016",37893,4.0 and up,0.550960435543769,FAMILY
Frozen Free Fall,FAMILY,4.3,1574204,37.0,50000000,Free,0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up,0.5061268037518037,FAMILY
ABCmouse.com,FAMILY,4.3,50887,91.0,5000000,Free,0,Everyone,Education;Education,"July 3, 2018",7.2.0,4.4 and up,0.5238508597883598,FAMILY
Essential Anatomy 3,MEDICAL,4.1,1533,42.0,50000,Paid,$11.99,Mature 17+,Medical,"August 7, 2014",1.1.3,4.0.3 and up,0.5223282227032227,MEDICAL
Diabetes & Diet Tracker,MEDICAL,4.6,395,19.0,1000,Paid,$9.99,Everyone,Medical,"July 16, 2018",6.5.1,5.0 and up,0.5684691607191606,MEDICAL
GoodRx Drug Prices and Coupons,MEDICAL,4.8,59158,11.0,1000000,Free,0,Everyone,Medical,"July 26, 2018",5.4.8,4.1 and up,0.449028314028314,MEDICAL
FollowMyHealth®,MEDICAL,4.6,73118,37.0,1000000,Free,0,Everyone,Medical,"May 10, 2018",3.3,4.4 and up,0.48177970677624415,MEDICAL
Blood Pressure,MEDICAL,4.2,33033,7.4,5000000,Free,0,Everyone,Medical,"July 24, 2018",3.27.3,4.1 and up,0.5866809116809117,MEDICAL
BioLife Plasma Services,MEDICAL,3.5,250,23.0,100000,Free,0,Everyone,Medical,"July 9, 2018",1.2.0,4.4 and up,0.4577038503824218,MEDICAL
Anthem Anywhere,MEDICAL,2.7,2657,24.0,500000,Free,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,0.3850360223821762,MEDICAL
Blood Donor,MEDICAL,4.2,4476,20.0,500000,Free,0,Everyone,Medical,"July 31, 2018",1.6.2,4.1 and up,0.36418214831905305,MEDICAL
1800 Contacts - Lens Store,MEDICAL,4.7,23160,26.0,1000000,Free,0,Everyone,Medical,"July 27, 2018",7.4.1,5.0 and up,0.5910984848484848,MEDICAL
Blood Pressure Log - MyDiary,MEDICAL,4.7,8348,2.6,500000,Free,0,Everyone,Medical,"April 13, 2018",1.4.6,4.0 and up,0.5914018250499501,MEDICAL
